resource_type,ViolationCount
alfresco-content-ecr,1
unlink_queue_m_dead_letter_queue,1
alfresco-share-ecr,1
hmpps_allocations_prod,1
unprocessed_documents_and_events_sqs_dlq,1
unprocessed_documents_and_events_sqs,1
all_admin_stacks_config,1
govuk_reports_iam_role,1
glue_crawler,1
adda_domain_events_dlq,1
github_runners,1
"artifact_registry[""infra-tools""]",1
argocd_server_workloadIdentity_binding,1
snowflake_schema,1
snowflake_role,1
snowflake_label,1
snowflake_database,1
hmpps_e_surveillance_ui,1
"artifact_registry[""agent-sandbox""]",1
"artifact_registry[""agentic-net""]",1
slurm_login,1
slurm_controller,1
slurm-workers,1
slurm-controllers,1
"artifact_registry[""aws-encryption-provider""]",1
"artifact_registry[""charts""]",1
"artifact_registry[""cloud-provider-kind""]",1
"artifact_registry[""cluster-capacity""]",1
slack_archive_user,1
activities_api_rds,1
snowflake_sequence,1
snowflake_warehouse,1
sns,1
sns_topic_fileupload,1
github_action_controller_label,1
artifact_registry,1
source[0],1
handle_events_lambda,1
hmpps_e_surveillance_api,1
sns_topic_personid,1
sns_topic_label,1
sns_topic2,1
sns_monitoring,1
sns_topic1,1
sns_topic,1
sns_to_sqs_sms_callbacks,1
sns_sms_usage_report_sanitized_bucket_us_west_2,1
sns_sms_usage_report_sanitized_bucket,1
endpoint_security_groups,1
sns_sms_usage_report_bucket,1
"artifact_registry[""contributor-site""]",1
simulated_data_producer_rds,1
signoz_api_lambda_logs,1
serviceaccount_formbuilder-submitter-workers-live-production,1
serviceaccount_formbuilder-user-filestore-live-dev,1
serviceaccount_formbuilder-user-datastore-test-production,1
serviceaccount_formbuilder-user-datastore-test-dev,1
serviceaccount_formbuilder-user-datastore-live-production,1
serviceaccount_formbuilder-user-datastore-live-dev,1
serviceaccount_formbuilder-submitter-workers-test-production,1
serviceaccount_formbuilder-submitter-workers-test-dev,1
serviceaccount_formbuilder-submitter-workers-live-dev,1
serviceaccount_formbuilder-user-filestore-test-dev,1
serviceaccount_formbuilder-pdf-generator-test-production,1
serviceaccount_formbuilder-pdf-generator-test-dev,1
serviceaccount_formbuilder-pdf-generator-live-production,1
serviceaccount_formbuilder-pdf-generator-live-dev,1
serviceaccount_formbuilder-av-test-dev,1
serviceaccount_formbuilder-av-live-production,1
serviceaccount_formbuilder-av-live-dev,1
serviceaccount_formbuilder-user-filestore-live-production,1
serviceaccount_formbuilder-user-filestore-test-production,1
shared_vpc_project,1
sftp,1
shared_vpc_prod,1
"artifact_registry[""csi-vsphere""]",1
"artifact_registry[""dra-driver-cpu""]",1
"artifact_registry[""dra-example-driver""]",1
gha_vpn,1
"artifact_registry[""etcd""]",1
gha_runners,1
ses_to_sqs_email_callbacks,1
"artifact_registry[""inference-perf""]",1
ses_receiving_emails,1
"artifact_registry[""etcd-manager""]",1
"artifact_registry[""gateway-api-inference-extension""]",1
serviceaccountcircleci,1
"artifact_registry[""headlamp""]",1
serviceaccount_nomis-port-forwarder,1
serviceaccount_github_actions,1
hmpps_dpr_fake_dps_service_ui_ec_cluster,1
spa_web,1
github_runner,1
space,1
sub_folders_qserv,1
sub_folders_processing,1
sub_folders_epo,1
sub_folders_alert_production,1
argocd_notifications_controller_secret_accessor_binding,1
argocd_notifications_controller_workloadIdentity_binding,1
storage_destination,1
storage_bucket_b,1
storage_bucket_6,1
storage_bucket_5,1
storage_bucket_4,1
storage_bucket_3,1
storage_bucket_2,1
storage_bucket,1
storage_account,1
stocks_data,1
"startup_vm_sa_roles[""roles/run",1
sub_folders_science_platform,1
sub_folders_square,1
subdomains_dns_record,1
argocd_dex_server_sa,1
hmpps_court_data_ingestion_api,1
"vpc_ingress[""auto""]",1
argocd_application_controller_sa,1
argocd_application_controller_sa_workloadIdentity_binding,1
argocd_application_controller_secret_accessor_binding,1
hmpps_court_data_ingestion_dead_letter_queue,1
argocd_apps,1
argocd_dex_server_secret_accessor_binding,1
argocd_notifications_controller_sa,1
subscription_api_ecr,1
argocd_dex_server_workloadIdentity_binding,1
subscr-project-services-seed,1
subscr-project-factory,1
argocd_image_updater_sa,1
hmpps_court_data_ingestion_queue,1
argocd_image_updater_workloadIdentity_binding,1
"vpc_ingress[""corp""]",1
argocd_repo,1
stac-server[0],1
spoke1_vnet,1
spoke_vpc_routes,1
spoke_vpc,1
"spoke_networks[""spoke2""]",1
"spoke_networks[""spoke1""]",1
github_action_token_rotator,1
hana_scaleout,1
spoke2_vnet,1
spoke1_aks,1
argocd_server_sa,1
spoke-prd,1
spoke-mgmt,1
spoke,1
spend_loyalty_points_lambda,1
github_action_helm_label,1
spacelift_worker_pool_controller,1
spacelift,1
spoke_vpc_vm,1
argocd_repo_server_workloadIdentity_binding,1
ssosync_artifact,1
ssm_rds_single_mysql_dbname,1
sso_account_assignments_root,1
sso_account_assignments,1
vpc_moz_internal_us_east_1,1
ssm_tls_ssh_key_pair,1
ssm_rds_single_mysql_dbusername,1
vpc_moz_internal_us_west_2,1
ssm_rds_single_mysql_dbpassword,1
h3_nodeset,1
sqs_iam_policy,1
ssm_parameter_store,1
ssm-irsa,1
ssm-auto-patching,1
ssl_cert,1
ssh_key_pair,1
h3_partition,1
argocd_repo_server_sa,1
sns_sms_usage_report_bucket_us_west_2,1
hmpps_strengths_based_needs_assessments_dev_elasticache_redis,1
butler_admin_group,1
my_taco,1
cp_test_queue,1
namejump,1
irsa-production,1
namedata,1
irsa-staging,1
n2_partition,1
n2_nodeset,1
dynamodb_table,1
mwaa_environment,1
namepurview2,1
dynamodb_backup,1
dynamodb-fci-prod,1
mq_broker,1
dynamodb-fci-dev,1
monorepo,1
moj_dashboard_prod_s3_read_irsa,1
moj_dashboard_prod_irsa,1
moj_dashboard_dev_s3_read_irsa,1
court_probation_service_ecr_credentials,1
court_list_service_ecr_credentials,1
module_artifact,1
"net_edges[""spoke3""]",1
ec2,1
network_hub,1
network_firewall,1
network-security-group,1
irsa-auth,1
irsa-cronjob,1
net_mgmt,1
net_ext,1
"net_edges[""spoke2""]",1
court_list_mock_data_ecr_credentials,1
"net_edges[""spoke1""]",1
net_center,1
court-case-service-pod,1
ndelius_new_tech_ecr_credentials,1
irsa-development,1
irsa-external-users,1
ebs_csi_driver_controller,1
irsa-manage-users,1
moj_dashboard_dev_irsa,1
model_armor_configuration,1
cosmosdb_account,1
metrics_server,1
crime_matching_algorithm_irsa,1
docs_user,1
cross_irsa_dev_test,1
migrated-rds-instance,1
mig_template,1
mig1_template,1
mig1,1
cross_region_hub_connector,1
dns_zone_public,1
create_link_queue_m_dead_letter_queue,1
metadata_s3_bucket,1
metabase_monitor_autoscale_setting,1
kinesis,1
dns_gbl_primary,1
kms_attestor,1
kms_key,1
memorystore_redis,1
memorystore,1
create_product_lambda,1
create_link_queue_m,1
mock_cp_court_service_ecr_credentials,1
jenkins_master_cloud_init,1
irsa_laa_test_viewer,1
dps_smoketest_queue,1
dps_rds_replica,1
misc-0,1
james_kotlin_test,1
james_typescript_redis,1
james_typescript_test,1
dps-smoketest,1
jenkins_master_monitor_autoscale_setting,1
create_kms_organization_service_agent,1
jenkins_master_vm_scaleset,1
jitbit_bucket,1
documentdb_cluster,1
document_download_logs,1
create-and-vary-a-licence-s3,1
karpenter_label,1
create_an_order_ui_irsa,1
keda,1
ipam,1
inventory_ordering_service,1
members_merge,1
complexity-of-need-rds,1
oidc_sp,1
oidc,1
ecr-repo-fb-adapter-template-api,1
offender_events_ui_queue,1
offender_events_ui_elasticache_redis,1
offender_events_ui_dead_letter_queue,1
"int_test_fleet[""roles/composer",1
community_api_ecr_credentials,1
ecr-repo-extractor,1
"oidc_sp[""Production""]",1
composer,1
"composer_default_sa_roles[""roles/composer",1
"composer_sa_roles[""roles/composer",1
offender_categorisation_api_events_queue,1
offender_categorisation_api_events_dead_letter_queue,1
compute_instance,1
offender-events-ui-irsa,1
compute_sa,1
"oidc_sp[""Development""]",1
"oidc_sp[""Staging""]",1
confidential_space_project,1
ecr-repo-fb-builder,1
ecr-repo-fb-metadata-api,1
ecr-repo-fb-maintenance-page,1
ecr-repo-fb-editor-workers,1
openmetadata_iam_role,1
openmetadata_iam_policy,1
openmatch_workloadIdentity_binding,1
openmatch_sa,1
ecr-repo-fb-editor-web,1
infrastructure-sensitive_wafs,1
ecr-repo-fb-adapter-template-worker,1
community-dr-infra,1
ingestion_api_ecr,1
ingestion_processor_ecr,1
inspector,1
community-on-demand,1
ecr-repo-fb-base-adapter,1
"int_test[""roles/clouddeploy",1
ecr-repo-fb-av,1
ecr-repo-datasette,1
ecr-repo-api,1
corp-0,1
notifications_sqs,1
notify_slack_warning,1
notify_slack_ok,1
notify_slack_general,1
notify_slack_critical,1
notify_slack,1
notify_performance_test_results,1
notifications_templates,1
notifications_sqs_dlq,1
notifications_notifiers,1
ec2_client_vpn,1
notification_api_ecr,1
container_repository,1
control_bucket,1
controller_sa,1
coredns_fargate_profile,1
no_stock_handler,1
inventory_acl_function,1
inventory_api_web_service,1
nscc_s3_logging_bucket,1
ec2_iaps_server,1
config_json,1
oauth_revoke_function,1
confirm_order_handler,1
conformance_pack,1
ecr-mock-oidc,1
ec2_zscaler[0],1
contact-moj_ecr_credentials,1
"ec2_test_instance[""example-test-2""]",1
"ec2_test_instance[""example-test-1""]",1
oauth_token_function,1
oauth_metadata_function,1
"ec2_test_autoscaling_group[""dev-rh-rhel79""]",1
oauth_introspect_function,1
oauth_dcr_function,1
oauth_client_update_function,1
oauth_client_get_function,1
oauth_client_delete_function,1
oauth_authorize_function,1
oauth_authorize_callback_function,1
nsg_rules,1
memorydb,1
mbpr_prod_irsa,1
butler_server_account,1
kops_readonly_access_group_staging,1
kops_readonly_access_group_data,1
lambda_edge_functions,1
lambda_edge,1
lambda-google-cidr,1
lambda,1
lakeformation,1
kops_readonly_access_group_dev,1
kops_readonly_access_group_prod,1
kops_readonly_access_group_testing,1
lambda_function2,1
kops_readonly_corp_label,1
laa_govuk_notify_orchestrator_staging_sqs,1
laa_govuk_notify_orchestrator_staging_dlq,1
laa_govuk_notify_orchestrator_production_sqs,1
laa_govuk_notify_orchestrator_production_dlq,1
laa_govuk_notify_orchestrator_development_sqs,1
laa_govuk_notify_orchestrator_development_dlq,1
laa_fee_caclulator_team_ecr_credentials,1
lambda_function1,1
kops_readonly_access_group_corp,1
laa_cla_backend_uat_sqs,1
kops_ecr_app,1
datadog_monitors_merge,1
datadog_sidecar_logs,1
datadog_synthetics,1
lcdui_ecr_credentials,1
datadog_synthetics_merge,1
kops_chart_repo,1
kops_ci_user,1
lb_access_logs_enabled,1
datadog_synthetics_yaml_config,1
dataform_workflow_sa,1
landingzone,1
kops_ecr_user,1
kops_efs_provisioner,1
kops_external_dns,1
kops_legacy_account_vpc_peering,1
kops_metadata_iam,1
kops_metadata_instance_groups,1
kops_metadata_networking,1
kops_readonly_data_label,1
laa_cla_backend_training_sqs,1
datadog_monitors,1
disable_policy_publicAccessPrevention,1
kops_vpc,1
demolab,1
kubernetes_cluster_role,1
kubernetes_cluster_role_v1,1
dms_replication_task,1
dex_mi_production_rds,1
dex_mi_staging_rds,1
diagnostics,1
disable_policy_requireOsLogin,1
demo_dns_zone,1
disable_policy_requireShieldedVm,1
disable_policy_restrictVpcPeering,1
disable_policy_uniformBucketLevelAccess,1
disable_policy_vmExternalIpAccess,1
dms_endpoint,1
dms_endpoint_source,1
dms_endpoint_target,1
dms_iam,1
kops_state_backend,1
delius_oauth2_server_ecr_credentials,1
laa_cla_backend_staging_sqs,1
db_butler_registry_dp1,1
laa_cla_backend_production_sqs,1
kops_readonly_dev_label,1
datahub_frontend_assumable_role,1
datahub_gms_assumable_role,1
kops_readonly_label,1
db_backup_iam_role,1
db_backups_storage,1
db_butler_registry_dp02[0],1
kops_readonly_prod_label,1
delete_product_lambda,1
db_science_platform,1
dead_letter,1
deckhand,1
kops_readonly_staging_label,1
kops_readonly_testing_label,1
default_backend_web_app,1
delegated_roles,1
delete_oldsnapshots,1
kops_alb_ingress,1
linux_vm,1
mbpr_dev_irsa,1
cw_alarms,1
cvl_prison_test2_events_queue,1
cvl_test1_domain_events_dead_letter_queue,1
cvl_test1_domain_events_queue,1
manage_a_workforce_ui_preprod,1
manage_a_workforce_ui_dev,1
manage_a_workforce_prod,1
cvl_test2_domain_events_dead_letter_queue,1
cvl_test2_domain_events_queue,1
kops_admin_corp_label,1
cvl_prison_test1_events_queue,1
kops_admin_data_label,1
data_landing_s3_bucket,1
data_s3_bucket,1
database-factory-scaling,1
datadog-integration,1
datadog_agent,1
datadog_aws_integration,1
kops_admin_dev_label,1
cvl_prison_test2_events_dead_letter_queue,1
cvl_prison_test1_events_dead_letter_queue,1
main_network,1
kms_key_s3_bucket_logs,1
matomo_rds,1
kms_key_efs,1
csv_bucket_logs,1
cur_reports_integration_athena_s3_bucket,1
cur_reports_s3_bucket,1
dns-delegated,1
managed_prometheus,1
kms_key_s3_bucket,1
managed-lustre,1
kops_admin_access_group_testing,1
kms_key_ses,1
kms_single_lhdb_mysql,1
kops_admin_access_group_corp,1
kops_admin_access_group_data,1
kops_admin_access_group_dev,1
kops_admin_access_group_prod,1
cutouts_bucket,1
kops_admin_access_group_staging,1
datadog_cluster_check_yaml_config,1
datadog_container_definition,1
list_products_lambda,1
little_quest_realtime_sa,1
datadog_lambda_forwarder,1
local_datadog_monitors_yaml_config,1
local_cicd,1
kops_admin_testing_label,1
load_balancer_name,1
little_quest_server_workloadIdentity_binding,1
little_quest_server_sa,1
little_quest_realtime_workloadIdentity_binding,1
little_quest_mmf_workloadIdentity_binding,1
log_export_to_biqquery,1
little_quest_mmf_sa,1
little_quest_frontend_workloadIdentity_binding,1
little_quest_frontend_sa,1
little_quest_director_workloadIdentity_binding,1
little_quest_director_sa,1
little_quest_datawarehouse,1
little_quest_datamart,1
little_quest_datalake,1
log_destination_components,1
log_export_to_pubsub,1
lz-vending,1
logs_bucket,1
loyalty_points_updated_handler,1
loki_tls_label,1
"loki_storage[""ruler""]",1
"loki_storage[""chunks""]",1
"loki_storage[""admin""]",1
datadog_fluent_bit_container_definition,1
logs_s3_bucket,1
datadog_ids,1
datadog_integration,1
log_export_to_storage,1
login_sa,1
login_function,1
logic_app,1
logging_bucket,1
kops_admin_label,1
kops_admin_prod_label,1
kops_admin_staging_label,1
log_group_prefix,1
ims_test_generator_suite_queue,1
ims_test_generator_queue,1
ecr-repo-fb-pdf-generator,1
private_service_access,1
calculate_release_dates_api_preprod,1
probation_court_prototype_ecr_credentials,1
calculate_release_dates_api_prod,1
hpc_dashboard,1
calculate_release_dates_ui_alt_dev,1
calculate_release_dates_ui_alt_preprod,1
calculate_release_dates_ui_dev,1
calculate_release_dates_ui_preprod,1
private_googleapis,1
homefs,1
calculate_release_dates_ui_prod,1
private_ca[0],1
private_ca,1
htcondor_ap,1
htcondor_cm,1
prisoner_pay_rds,1
hub_network,1
cbs_logs_bucket,1
probation_offender_events_perf,1
process_sqs,1
"eks[""eks/cluster""]",1
product_api_stock_updated_worker,1
project-services-prov-seed,1
project-services-cx,1
project-prod-gke,1
calculate_release_dates_api_alt_dev,1
calculate_release_dates_api_alt_preprod,1
product_public_event_publisher,1
product_pricing_updated_acl_function,1
product_cache_refresh_function,1
product_api_pricing_worker,1
process_sqs_dlq,1
product_acl_function,1
prodromos_state_bucket,1
prod_deploy,1
hmpps_workload_dev,1
hmpps_workload_preprod,1
hmpps_workload_prod,1
eks_workers,1
calculate_release_dates_api_dev,1
cccd_ecr_credentials,1
eks-auth,1
project-services-publ-bq-fed-ds,1
ecs_cloudwatch_sns_alarms[0],1
"iam_member[""roles/iam",1
iam_oidc_provider,1
iam_primary_roles,1
child_stack,1
child_stacks_config,1
ci_iam_group,1
cica-test-bucket,1
cica-versions-bucket,1
ckan_iam_role,1
ecs_lb_access_logs_enabled,1
cla_backend_cfe_integration_rds_postgres_14,1
iam_role[0],1
cla_frontend_app_credentials,1
principal,1
primary_roles,1
primary_cluster,1
prepare_probation_courtcases_ecr_credentials,1
cla_frontend_socket_server_credentials,1
ecs_cluster_label,1
chartmuseum,1
cdn_frontdoor,1
central_manager_service_account,1
"ce_sa_permission[""roles/artifactregistry",1
"ce_sa_permission[""roles/logging",1
"ce_sa_permission[""roles/storage",1
cemo_rds,1
cemo_s3,1
cemo_submit_dl_queue,1
cemo_submit_queue,1
central_manager_instance_template,1
efs_controller,1
chart_values,1
cert_manager,1
cert_manager_issuer,1
iam_account_settings,1
certificate_verification_dns_record,1
iam_assumable_role_karpenter,1
iam_authenticator_config,1
chamber_kms_key,1
chamber_user,1
project-services-publ-bq-and-ah,1
project-services-publ-bq-shared-ds,1
opensearch_alert_error_loading_seccomp,1
publ-project-loggin,1
c19,1
c2,1
publish2fs,1
hmpps_staff_preprod,1
c20,1
hmpps_staff_prod,1
c21,1
publ-project-services-seed,1
kubernetes_secret_v1,1
pubsub_destination,1
publ-project-bqds,1
ps_cps_pack_parser_ecr_credentials,1
c22,1
prow_network,1
prow_build,1
prow_bucket,1
prow,1
c23,1
pubsub,1
pubsub_gacha,1
c24,1
c14,1
c0,1
c1,1
endpoint_group,1
c10,1
emds_s3,1
c11,1
c12,1
c13,1
c15,1
pubsub_quest_award,1
quota-project,1
queue_policy,1
c16,1
c17,1
hmpps_staff_dev,1
c18,1
pubsub_revenue,1
pubsub_quest_status,1
hmpps_strengths_based_needs_assessments_dev_rds,1
prosecution_concluded_dl_queue,1
project-services-publ-bq-src-ds,1
project_ci_vm,1
c7,1
c8,1
c9,1
ca_central_1,1
hmpps_tech_docs,1
project_radlab_ds_analytics,1
elasticsearch_kibana_vm_scaleset,1
elasticsearch_kibana_monitor_autoscale_setting,1
elasticsearch_kibana_cloud_init,1
elb-logs-s3,1
"project[""roles/container",1
project-services-subscr-without-vpcsc,1
project-services-subscr-subscr-xpn,1
project-services-subscr-subscr-without-vpcsc,1
project-services-subscr-subscr-vm,1
project-services-publ-vpcsc-ah-exchg,1
project-services-publ-seed,1
project-services-publ-nonvpcsc-ah-exchg,1
elb-cleanup,1
hmpps_strengths_based_needs_assessments_test_rds,1
c2_nodeset,1
c4,1
promtail,1
c2_partition,1
projectsfs,1
c2d_nodeset,1
c2d_partition,1
c3,1
c3_nodeset,1
c3_partition,1
hmpps_strengths_based_needs_assessments_preprod_elasticache_redis,1
c6,1
hmpps_strengths_based_needs_assessments_preprod_rds,1
hmpps_strengths_based_needs_assessments_prod_elasticache_redis,1
hmpps_strengths_based_needs_assessments_prod_rds,1
"project_scc_default_service_account[""roles/storage",1
"project_scc_default_service_account[""roles/logging",1
hmpps_strengths_based_needs_assessments_test_elasticache_redis,1
"project_scc_default_service_account[""roles/artifactregistry",1
c5,1
cloud,1
cloud-nat-group1,1
cloud_build_notifier_sa,1
org_policies_resource_location_constraint_prod_ntwrk_prj_override,1
org_policy_disableSerialPortAccess_fldr_override,1
org_policy_dev_shared_disableSerialPortAccess_prj_override,1
org_policies_restricted_loadbalancer_types[0],1
org_policies_restricted_loadbalancer_types,1
org_policies_restrict_vpc_peering_prj_override,1
ecr-repo-generator,1
org_policies_restrict_protocol_fowarding_dev_override,1
org_policies_restrict_protocol_fowarding[0],1
org_policies_resource_location_constraint_nonprod_ntwrk_prj_override,1
org_policy_disableVpcExternalIpv6_prj_override,1
org_policies_resource_location_constraint_mgmt_ntwrk_prj_override,1
org_policies_resource_location_constraint_identity_ntwrk_prj_override,1
org_policies_resource_location_constraint_dev_shared_ntwrk_prj_override,1
org_policies_resource_location_constraint_dev_override,1
org_policies_resource_location_constraint[0],1
org_policies_require_trusted_images_dev_override,1
org_policies_require_trusted_images[0],1
org_policies_require_shielded_vm_p_enforce,1
org_policy_disableVpcExternalIpv6_fldr_override,1
org_policy_i_disableSerialPortAccess_prj_override,1
org_policies_require_shielded_vm_m_enforce,1
org_shared_services[0],1
org_vm_external_ip_access_nonprod_override,1
org_vm_external_ip_access_mgmt_override,1
org_vm_external_ip_access_identity_override,1
org_vm_external_ip_access_dev_override,1
cluster-post-installation,1
ims_generator_dead_letter_queue,1
org_shielded_vms,1
org_shared_vpc_lien_removal,1
org_shared_require_os_login,1
org_policy_i_disableVpcExternalIpv6_prj_override,1
ims_generator_suite_dead_letter_queue,1
org_restrict_public_ip_access_cloudsql,1
org_policy_p_disableVpcExternalIpv6_prj_override,1
org_policy_p_disableSerialPortAccess_prj_override,1
org_policy_n_disableVpcExternalIpv6_prj_override,1
org_policy_n_disableSerialPortAccess_prj_override,1
org_policy_m_disableVpcExternalIpv6_prj_override,1
org_policy_m_disableSerialPortAccess_prj_override,1
org_policies_require_shielded_vm_np_enforce,1
org_policies_require_shielded_vm_i_enforce,1
cloud_build_notifier_secret_accessor_binding,1
openvpn-elb,1
orders_web_service,1
order_mcp_server_lambda,1
order_mcp_authorizer_lambda,1
order_created_function,1
order_completed_handler,1
order_completed_function,1
ecr-repo-fb-runner-node,1
opsgenie_config,1
opentelemetry_collector_workloadIdentity_binding,1
cluster_autoscaler_iam_role,1
opentelemetry_collector_sa,1
ecr-repo-fb-runner,1
ecr-repo-fb-publisher-worker,1
ecr-repo-fb-publisher-web,1
ecr-repo-fb-publisher-base,1
codefresh_enterprise_backing_services,1
opensearch_alert_modsec,1
opensearch_alert_ip_prefix,1
ecr-repo-fb-service-token-cache,1
ecr-repo-fb-submitter-api,1
org_policies_disable_guest_attribute_access_dev_override,1
org_disable_nested_virtualization,1
org_policies_disable_guest_attribute_access[0],1
org_monitoring[0],1
ecr-repo-fb-user-filestore-api,1
org_enforce_bucket_level_access,1
ecr-repo-fb-user-datastore-api,1
org_disable_service_account_key_create,1
org_disable_serial_port_access,1
org_disable_sa_key_creation,1
org_disable_automatic_iam_grants_on_default_service_accounts,1
org_audit_logs[0],1
org_disable_automatic_iam_grants,1
org_data_access,1
org_conformance_pack,1
org_compute_disable_guest_attributes_access,1
org_cloudsql_external_ip_access,1
org_billing_logs[0],1
ecr-repo-fb-submitter-workers,1
ecr-repo-fb-submitter-base,1
org_vm_external_ip_access_prj_override,1
org_vm_external_ip_access_prod_override,1
organization_access_group_audit,1
cloudmap_namespace_service_discovery,1
cloudformation_stack,1
peoplefinder_rds_replica,1
ecr_github_actions,1
peering_zone,1
cloudfront_with_ordered,1
cloudmap_namespace,1
peering1,1
peered_network,1
iap_tunnel,1
permission_sets,1
cloudsql,1
cloudsql_mysql,1
ecr_cwa_submissions,1
"cloudwatch_agent_log_groups[""access",1
"cloudwatch_agent_log_groups[""amazon-cloudwatch-agent",1
"cloudwatch_agent_log_groups[""error",1
"cloudwatch_agent_log_groups[""iminterface/imiapsif",1
"cloudwatch_agent_log_groups[""ndinterface/daysummary",1
perf-test-data-s3-bucket,1
ecr_user,1
organization_access_group_corp,1
pinpoint_to_sqs_sms_callbacks,1
pq_ecr_credentials,1
cloud_builds_notifier,1
postgresql-db-replica,1
postgresql-db,1
postgres_replica,1
ecs_cloudwatch_autoscaling[0],1
policy,1
pkg_dev,1
cloud_router_app_0,1
cloudbuild_repositories,1
cloud_router_app_1,1
cloud_router_misc_0,1
cloud_run_pubsub_invoker_sa,1
cloudbuild_bootstrap,1
ecs-cluster,1
personid_queue,1
personid_dlq,1
"cloudbuild_iam[""roles/iam",1
identify_remand_rds,1
parameter_prefix,1
pagerduty_notifications,1
organization_access_group_ssm_dev,1
organization_access_group_testing,1
organization_access_group_staging,1
organization_access_group_ssm_testing,1
organization_access_group_ssm_staging,1
organization_access_group_ssm_security,1
organization_access_group_ssm_root,1
organization_access_group_ssm_prod,1
organization_access_group_ssm_identity,1
organization_access_group_ssm_data,1
pagerduty_ddos_alarm,1
organization_access_group_ssm_corp,1
organization_access_group_ssm_audit,1
organization_access_group_security,1
organization_access_group_root,1
organization_access_group_prod,1
organization_access_group_identity,1
organization_access_group_dev,1
organization_access_group_data,1
organization_account_access_role_arn,1
organization_account_access_role_arns,1
ecr-repo-hmcts-complaints-adapter,1
ecr-repo-hmcts-complaints-formbuilder-adapter-api,1
"cloudwatch_agent_log_groups[""ndinterface/xmltransfer",1
pact_broker_rds_postgres14,1
cloudwatch_event,1
ecr_csv_converter,1
cloudwatch_event_rules_label,1
organizational_units_service_control_policies,1
organization_service_control_policies,1
organization_policies_type_boolean_prj_d_shared_restricted_override,1
idp_roles,1
ecr_chunk_norris,1
cloudwatch_logs,1
ecr-repo-validator,1
ecr-repo-transform,1
ecr-repo-prison-visits-tests,1
ecr-repo-prison-visits-staff,1
ecr-repo-prison-visits-public,1
ecr-repo-hmcts-complaints-formbuilder-adapter-worker,1
org_policies_restrict_vpc_peering,1
